Entity_type,AR/FA_Name,Original_EN_Name,Tranformed_EN_Name,Category_of_Entity,Disambiguating_GEO_entities,GEOID_from_GEONAMES ,LAT,LNG,Granular/other_name,comments,Number_of_Camels,File,File_Name_in_AR/FA,File_Name_in_EN,Category_of_File_Name
Geographic,كلنكي,Kilingi,Kilingi,Village,Found in geonames w/certainty,129496,26.45782,57.16624,,,2,biyaban.txt,بيابان,Biyaban,District
Geographic,كاكى,Kāki,Kaki,Town,Found in geonames w/certainty,129569,28.33861,51.52361,,,100,kaki.txt,كاكى,Kaki,Town
Geographic,كاهوتي,Kāhōti,Kahoti,Unspecified,Found in geonames w/certainty,129623,25.69886,57.82522,,,30,jashk_district.txt,جاشک,Jashk district ,District
Geographic,كاهور چالن,Kābūrchilān,Kaburchilan,Village,Found in geonames w/certainty,129630,26.3527,57.1439,,,4,biyaban.txt,بيابان,Biyaban,District
Geographic,كهتك,Kahatak,Kahatak,Unspecified,Found in geonames w/certainty,129648,26.9559,57.1534,,,2,minab_district.txt,ميناب / مينار ,MINAB / MINAU ,District
Geographic,جاشك,Jāshk ii / Old Jāshk ,Jashk ii / Old Jashk ,Village,Found in geonames w/certainty,130271,25.74028,57.77053,,,200,jashk_II.txt,جاشك,Jashk ii / Old Jashk ,Village
Geographic,جمرک,Jamarak,Jamarak,Village,Found in geonames w/certainty,130397,27.9585,51.87231,,,35,dashti.txt,دشتي,Dashti,District
Geographic,كائينك,Gāinak,Gainak,Unspecified,Found in geonames w/certainty,130527,28.7879,51.0691,Jā’īnak,,30,tangistan.txt,تنگستان,TANGISTAN,District
Geographic,جكين,Jagīn,Jagin,Unspecified,Found in geonames w/certainty,130579,25.68059,58.25302,,,150,jashk_district.txt,جاشک,Jashk district ,District
Geographic,هون,Hūn,Hun,Unspecified,Found in geonames w/certainty,130865,25.77847,58.5492,,,50,jashk_district.txt,جاشک,Jashk district ,District
Geographic,هومدان,Hūmdān,Humdan,Village,Found in geonames w/certainty,130868,25.40075,59.66513,,,10,makran.txt,مكران,Makran ,Coast
Geographic,هيمن,Haimin,Haimin,Unspecified,Found in geonames w/certainty,131334,25.75047,58.62712,,,50,jashk_district.txt,جاشک,Jashk district ,District
Geographic,حيدري,Haidari,Haidari,Village,Found in geonames w/certainty,131382,29.2796,50.978,,On the north west not the south west of Khurmūj,25,dashti.txt,دشتي,Dashti,District
Geographic,هشنيز,Hashnīz,Hashniz,Village,Found in geonames w/certainty,131431,27.08088,53.52951,,,70,asuh_darveh.txt,دوره آسوه,asuh (Darveh),Valley
Geographic,حصار,Hasā,Hasa,Unspecified,Found in geonames w/certainty,131507,25.79025,58.17385,,,100,jashk_district.txt,جاشک,Jashk district ,District
Geographic,هنجام,Hanjām ,Hanjam ,Island,Found in geonames w/certainty,131544,26.6447,55.8824,,,7,hanjam.txt,هنجام,Hanjam ,Island
Geographic,حاجي آباد,Hajīābād,Hajiabad,Unspecified,Found in geonames w/certainty,132384,27.17683,56.92811,,,10,minab_district.txt,ميناب / مينار ,MINAB / MINAU ,District
Geographic,كوشكي,Gōshki,Goshki,Village,Found in geonames w/certainty,132531,26.35769,57.30298,,,20,biyaban.txt,بيابان,Biyaban,District
Geographic,كوري,Gūri,Guri,Village,Found in geonames w/certainty,132586,26.6312,55.3627,,,12,qishm_island.txt,قشم,QISHM ISLAND ,Island
Geographic,كور بند,Gavarband,Gavarband,Village,Found in geonames w/certainty,132629,27.3264,56.9795,,,75,shamil_district.txt,شميل / شميلات,SHAMIL / SHAMILaT,District
Geographic,گورک,Gūrak,Gurak,Unspecified,Found in geonames w/certainty,132645,28.9458,51.0528,,,40,tangistan.txt,تنگستان,TANGISTAN,District
Geographic,گوهرت,Gōhart,Gohart,Village,Found in geonames w/certainty,132739,25.63048,58.80332,,,30,makran.txt,مكران,Makran ,Coast
Geographic,كردو,Gōdu,Godu,Village,Found in geonames w/certainty,132759,27.4257,56.5986,,,50,shamil_district.txt,شميل / شميلات,SHAMIL / SHAMILaT,District
Geographic,كناردون,Kunārdūn,Kunardun,Village,Found in geonames w/certainty,132784,27.1365,53.3013,Gowd-e Konārdān,,20,asuh_darveh.txt,دوره آسوه,asuh (Darveh),Valley
Geographic,كناري,Gunāri,Gunari,Village,Found in geonames w/certainty,132957,26.3279,57.1656,,,2,biyaban.txt,بيابان,Biyaban,District
Geographic,كوران,Gurān ,Guran ,Village,Found in geonames w/certainty,132975,26.7218,55.6187,,,30,qishm_island.txt,قشم,QISHM ISLAND ,Island
Geographic,كلشن,Gulshan,Gulshan,Village,Found in geonames w/certainty,133030,26.84438,54.09621,,,12,gulshan.txt,كلشن ,Gulshan,Valley
Geographic,كل سرخ,Gul Surkh,Gul Surkh,Village,Found in geonames w/certainty,133157,26.8577,53.8702,,,5,mugam.txt,مكام / مقام,MUGAM / MUQAM,Valley
Geographic,كيكن,Gaigan,Gaigan,Unspecified,Found in geonames w/certainty,133372,25.81778,57.73555,,,20,jashk_district.txt,جاشک,Jashk district ,District
Geographic,غويرزة,Ghuwairizeh,Ghuwairizeh,Village,Found in geonames w/certainty,133426,27.2237,52.893,,,6,gabandi.txt,كابندي,Gabandi,Valley
Geographic,بركه عبّاسي, 'Abbāsi (Birkeh) ,Birkeh Abbasi ,Unspecified,Found in geonames w/certainty,133468,26.737,54.88774,,,10,lingeh_district.txt,لنجه/لنگه,Lingeh/Linjah,District
Geographic,گير,Gazīr ,Gazir ,Unspecified,Found in geonames w/certainty,133480,26.72672,54.94766,,,150,lingeh_district.txt,لنجه/لنگه,Lingeh/Linjah,District
Geographic,كزک,Gizak,Gizak,Village,Found in geonames w/certainty,133490,28.3776,51.4548,,,25,dashti.txt,دشتي,Dashti,District
Geographic,كريشه,Karaisheh,Karaisheh,Village,Found in geonames w/certainty,133536,26.8397,53.77988,Ţahūrī,,20,mugam.txt,مكام / مقام,MUGAM / MUQAM,Valley
Geographic,كردو,Gardu,Gardu,Unspecified,Found in geonames w/certainty,133555,26.8482,57.0271,Gerdū,,2,minab_district.txt,ميناب / مينار ,MINAB / MINAU ,District
Geographic,كناوي,Gināwi,Ginawi,Village,Found in geonames w/certainty,133601,28.00494,51.89146,,,10,dashti.txt,دشتي,Dashti,District
Geographic,كناوي,Kunāvi,Kunavi,Village,Found in geonames w/certainty,133601,28.00494,51.89146,Ganavī,,15,dashti.txt,دشتي,Dashti,District
Geographic,كدو,Gidu,Gidu,Village,Found in geonames w/certainty,133658,26.3177,57.2793,,,3,biyaban.txt,بيابان,Biyaban,District
Geographic,كز,Gaz,Gaz,Village,Found in genomes w/uncertainty,133670,26.41483,57.19067,,"Three places with the same name, all near each other. I went with the one closer to the river. ",10,biyaban.txt,بيابان,Biyaban,District
Geographic,كابندي,Gābandi village,Gabandi village,Village,Found in geonames w/certainty,133852,27.2083,53.0361,Parsian,,30,gabandi.txt,كابندي,Gabandi,Valley
Geographic,كاو,Gāo,Gao,Village,Found in geonames w/certainty,133853,25.81512,57.50497,,,3,biyaban.txt,بيابان,Biyaban,District
Geographic,كرو,Girau,Girau,Village,Found in geonames w/certainty,133930,26.5892,57.093,,,20,biyaban.txt,بيابان,Biyaban,District
Geographic,كرگور,Gargūr,Gargur,Unspecified,Found in geonames w/certainty,134034,28.8712,51.0472,,,50,tangistan.txt,تنگستان,TANGISTAN,District
Geographic,كاهي,Gāhi,Gahi,Unspecified,Found in geonames w/certainty,134328,28.5462,51.0883,,,5,tangistan.txt,تنگستان,TANGISTAN,District
Geographic,كجين زير,Gachīn Zīr,Gachin Zir,Village,Found in geonames w/certainty,134368,27.0921,55.8893,Gachīn-e Pā’īn,,20,shamil_district.txt,شميل / شميلات,SHAMIL / SHAMILaT,District
Geographic,كابريگ,Gābrīg,Gabrig,Unspecified,Found in geonames w/certainty,134407,25.72111,58.46139,,,200,jashk_district.txt,جاشک,Jashk district ,District
Geographic,فوارس,Fawāris,Fawaris,Village,Found in geonames w/certainty,134758,27.2802,52.831,Fārsī ,,5,gabandi.txt,كابندي,Gabandi,Valley
Geographic,فقيه حسنان,Faqīh Hasanān,Faqih Hasanan,Village,Found in geonames w/certainty,134886,28.4873,51.2938,,,20,dashti.txt,دشتي,Dashti,District
Geographic,دودو ,Dūdau (II) ,Dudau (II) ,Unspecified,Found in geonames w/certainty,135656,27.1586,56.8861,,,70,minab_district.txt,ميناب / مينار ,MINAB / MINAU ,District
Geographic,دودو,Dūdau (I),Dudau (I),Village,Found in geonames w/certainty,135657,27.1159,57.05,,,30,minab_district.txt,ميناب / مينار ,MINAB / MINAU ,District
Geographic,دم شهر,Dam Shehr,Dam Shehr,Village,Found in geonames w/certainty,135928,27.2704,57.0128,,,20,shamil_district.txt,شميل / شميلات,SHAMIL / SHAMILaT,District
Geographic,دم نالو,Dam Nālu,Dam Nalu,Village,Found in geonames w/certainty,135960,28.44734,51.52656,,,30,dashti.txt,دشتي,Dashti,District
Geographic,دودر,Dūdar,Dudar,Unspecified,Found in geonames w/certainty,136030,26.69824,57.12494,,,3,minab_district.txt,ميناب / مينار ,MINAB / MINAU ,District
Geographic,دوّان,Duvvān ,Duvvan ,Village,Found in geonames w/certainty,136159,26.58112,54.58474,,,100,duvvan.txt,دوّان,Duvvan ,Village
Geographic,درازي,Darāzi,Darazi,Village,Found in geonames w/certainty,136335,28.62494,51.23781,,,60,dashti.txt,دشتي,Dashti,District
Geographic,درانگو,Drāngo,Drango,Village,Found in geonames w/certainty,136346,25.41221,59.69669,,,10,makran.txt,مكران,Makran ,Coast
Geographic,دلبار عامري,Dilhār and 'Āmiri,Dilhar and amiri,Unspecified,Found in genomes w/uncertainty,136379,28.7626,51.0697,Delvār,"Found the Dilhār place (Delvar), not the amiri, but lorimer states that they can be treated as one. Delvar fits the describtion. ",100,tangistan.txt,تنگستان,TANGISTAN,District
Geographic,دلّالان,Dallālān,Dallalan,Unspecified,Found in geonames w/certainty,136425,27.1603,56.9478,,,4,minab_district.txt,ميناب / مينار ,MINAB / MINAU ,District
Geographic,ده نو,Dih Nau,Dih Nau,Village,Found in geonames w/certainty,136661,27.4519,52.7364,,,3,gabandi.txt,كابندي,Gabandi,Valley
Geographic,ده فو,Dih Nau,Dih Nau,Village,Found in geonames w/certainty,136662,27.3444,56.5406,,,30,shamil_district.txt,شميل / شميلات,SHAMIL / SHAMILaT,District
Geographic,دشتي,Dashti  ,Dashti  ,Village,Found in geonames w/certainty,137219,27.178,53.0047,,,70,gabandi.txt,كابندي,Gabandi,Valley
Geographic,داروبست,Dārōbast,Darobast,Unspecified,Found in geonames w/certainty,137690,25.72167,58.29139,,,10,jashk_district.txt,جاشک,Jashk district ,District
Geographic,ديراكو,Dīrāku,Diraku,Village,Found in geonames w/certainty,137717,26.6412,55.3924,,,6,qishm_island.txt,قشم,QISHM ISLAND ,Island
Geographic, دركوان / دركاهان ,Dargāwan / Dargāhān,Dargawan / Dargahan,Village,Found in geonames w/certainty,137782,26.96316,56.06278,,,30,qishm_island.txt,قشم,QISHM ISLAND ,Island
Geographic,چارك,Chārak,Charak,Village,Found in geonames w/certainty,138991,28.57665,51.24842,,There are two places with the same name that fits lorimer describtion and are right next to each other. the other geoid is: 6651593,15,dashti.txt,دشتي,Dashti,District
Geographic,جاه حسين جمال,Husain Jamāl (Chāh-i-),Chah i Husain Jamal ,Village,Found in geonames w/certainty,139490,28.24535,51.46061,,,12,dashti.txt,دشتي,Dashti,District
Geographic,چاه مبارك,Chāh Mubārak,Chah Mubarak,Village,Found in geonames w/certainty,139550,27.3658,52.7904,,,20,gabandi.txt,كابندي,Gabandi,Valley
Geographic,چاه چكور,Chakūr (Chāh),Chah Chakur ,Village,Found in geonames w/certainty,139606,27.27743,56.34649,,,20,shamil_district.txt,شميل / شميلات,SHAMIL / SHAMILaT,District
Geographic,چغاپور,Chaghāpūr,Chaghapur,Village,Found in geonames w/certainty,139770,28.4335,51.4556,,,25,dashti.txt,دشتي,Dashti,District
Geographic,چغاوار,Chughāwār,Chughawar,Village,Found in geonames w/certainty,139770,28.4335,51.4556,Choghā Pūr,,25,dashti.txt,دشتي,Dashti,District
Geographic,بو جبرائيل,Jibrāīl (Bū),Bu Jibrail,Village,Found in geonames w/certainty,139896,26.9252,53.5506,,,10,mugam.txt,مكام / مقام,MUGAM / MUQAM,Valley
Geographic,بطونه,Batūneh,Batuneh,Village,Found in geonames w/certainty,140008,27.85194,51.7921,,,50,dashti.txt,دشتي,Dashti,District
Geographic,بستانو,Bustānu,Bustanu,Village,Found in geonames w/certainty,140013,27.395,52.7791,,,10,gabandi.txt,كابندي,Gabandi,Valley
Geographic,بستانو /  بستانو,Bnstāneh / Bustānu,Bnstaneh / Bustanu,Village,Found in geonames w/certainty,140015,27.0806,56.003,Bostānū,,10,shamil_district.txt,شميل / شميلات,SHAMIL / SHAMILaT,District
Geographic,بردخان كهنه,Burdakhān Kuhneh,Burdakhan Kuhneh,Village,Found in geonames w/certainty,140094,28.03061,51.45751,,,100,dashti.txt,دشتي,Dashti,District
Geographic,بنگيز,Bunigaz,Bunigaz,Unspecified,Found in geonames w/certainty,140225,28.94646,51.11415,Boneh Gaz,,100,tangistan.txt,تنگستان,TANGISTAN,District
Geographic,بندرام,Bundrām,Bundram,Village,Found in geonames w/certainty,140300,26.615,57.0918,,,10,biyaban.txt,بيابان,Biyaban,District
Geographic,بنار,Bunār,Bunar,Village,Found in geonames w/certainty,140318,29.3166,51.0414,Bonār-e Soleymānī,,25,dashtistan.txt,دشتستن,Dashtistan,District
Geographic,بير,Bīr,Bir,Village,Found in geonames w/certainty,140473,25.49005,59.79094,,,150,makran.txt,مكران,Makran ,Coast
Geographic,بيلاي,Bailāi,Bailai,Village,Found in geonames w/certainty,140495,26.5325,57.10078,,,10,biyaban.txt,بيابان,Biyaban,District
Geographic,بيدو,Bīdu ,Bidu ,Unspecified,Found in geonames w/certainty,140556,29.3861,50.7243,,,30,hayat_davud.txt,حيات داود,Hayat davud,District
Geographic,بركه دوكون,Dūkūn (Birkeh),Birkeh Dukun ,Village,Found in geonames w/certainty,140811,27.2738,52.9346,,,20,gabandi.txt,كابندي,Gabandi,Valley
Geographic,بركه علي,Ali (Birkeh) ,Birkeh Ali ,Unspecified,Found in geonames w/certainty,140812,26.62083,54.73972,Berkeh-ye ‘Alī,,15,lingeh_district.txt,لنجه/لنگه,Lingeh/Linjah,District
Geographic,بريز,Birīz,Biriz,Village,Found in geonames w/certainty,140821,26.12837,57.22814,,,20,biyaban.txt,بيابان,Biyaban,District
Geographic,براگ,Brāg,Brag,Village,Found in geonames w/certainty,140854,25.59889,59.19972,,,300,makran.txt,مكران,Makran ,Coast
Geographic,بهده,Bihdih,Bihdih,Village,Found in geonames w/certainty,140945,27.108,53.3682,,,80,asuh_darveh.txt,دوره آسوه,asuh (Darveh),Valley
Geographic,بهال,Bahāl,Bahal,Unspecified,Found in geonames w/certainty,140955,25.69068,57.85751,,,10,jashk_district.txt,جاشک,Jashk district ,District
Geographic,بازگو,Bāzgar,Bazgar,Village,Found in geonames w/certainty,140998,26.3535,57.1767,,,20,biyaban.txt,بيابان,Biyaban,District
Geographic,بوردون,Bavirdūn,Bavirdun,Unspecified,Found in geonames w/certainty,141067,26.77498,54.36494,,,60,shibkuh.txt,شيب كوه,SHIBKUH,District
Geographic,باور,Bāvar,Bavar,Unspecified,Found in geonames w/certainty,141068,26.72248,54.89333,,,4,lingeh_district.txt,لنجه/لنگه,Lingeh/Linjah,District
Geographic,بستاتين,Basātin,Basatin,Village,Found in geonames w/certainty,141160,27.3852,52.6612,,,7,gabandi.txt,كابندي,Gabandi,Valley
Geographic,بردستان,Bardistān,Bardistan,Village,Found in geonames w/certainty,141348,27.87327,51.96076,,,30,dashti.txt,دشتي,Dashti,District
Geographic,بردغون ,Bardghūn ,Bardghun ,Unspecified,Found in geonames w/certainty,141396,26.64711,54.87432,,,30,lingeh_district.txt,لنجه/لنگه,Lingeh/Linjah,District
Geographic,بارچاه,Bārchāh,Barchah,Unspecified,Found in geonames w/certainty,141396,26.64711,54.87432,,,50,lingeh_district.txt,لنجه/لنگه,Lingeh/Linjah,District
Geographic,بانزر,Bānzar,Banzar,Unspecified,Found in geonames w/certainty,141533,27.0666,56.9762,Bandzak,"City also called Banzark, likely just added a K, fits the location.",4,minab_district.txt,ميناب / مينار ,MINAB / MINAU ,District
Geographic,بنود,Banūd,Banud,Village,Found in geonames w/certainty,141544,27.3468,52.7263,,,10,gabandi.txt,كابندي,Gabandi,Valley
Geographic,بنو بند,Banūband,Banuband,Village,Found in geonames w/certainty,141546,27.3185,56.1918,,,10,shamil_district.txt,شميل / شميلات,SHAMIL / SHAMILaT,District
Geographic,ريك,RĪG,Rig,Town,Found in geonames w/certainty,141657,29.4879,50.62698,Bandar-e Rīg,,100,rig.txt,ريك,RIG,Town
Geographic,مقام,Mugām ,Mugam ,Port,Found in geonames w/certainty,141660,26.9652,53.4801,,,20,mugam.txt,مكام / مقام,MUGAM / MUQAM,Valley
Geographic,لنجه/لنگه,Lingeh/Linjah,Lingeh,District,Found in geonames w/certainty,141665,26.55792,54.88067,,,500,lingeh_district.txt,لنجه/لنگه,Lingeh/Linjah,District
Geographic,كنگ,Kung,Kung,Town,Found in geonames w/certainty,141666,26.59775,54.93694,,,40,kung.txt,كنگ,Kung,Town
Geographic,بنك,Banak,Banak,Unspecified,Found in geonames w/certainty,141702,27.871,52.0274,,,50,shibkuh.txt,شيب كوه,SHIBKUH,District
Geographic,بمبري,Bambari,Bambari,Village,Found in geonames w/certainty,141731,27.2003,53.0238,,,4,gabandi.txt,كابندي,Gabandi,Valley
Geographic,بلوچي,Balūchi,Baluchi,Unspecified,Found in geonames w/certainty,141753,25.83924,57.61286,,,20,jashk_district.txt,جاشک,Jashk district ,District
Geographic,بلبلي,Bulbuli,Bulbuli,Unspecified,Found in geonames w/certainty,141769,27.0713,57.0275,Balīlī,,4,minab_district.txt,ميناب / مينار ,MINAB / MINAU ,District
Geographic,بالك,Balak,Balak,Village,Found in geonames w/certainty,141819,25.67727,59.38372,,,200,makran.txt,مكران,Makran ,Coast
Geographic,بهمدي,Bahmadi,Bahmadi,Unspecified,Found in geonames w/certainty,141974,25.82814,57.66565,,,10,jashk_district.txt,جاشک,Jashk district ,District
Geographic,بكاني,Bagāni,Bagani,Village,Found in geonames w/certainty,142174,25.73333,58.36667,,,20,jashk_district.txt,جاشک,Jashk district ,District
Geographic,بو عسكر,Askar (Bū),Bu askar ,Village,Found in genomes w/uncertainty,142812,27.4181,52.7517,Askarī,"Wrong location, name matches mostly. ",4,gabandi.txt,كابندي,Gabandi,Valley
Geographic,عربي,Arabi,Arabi,Village,Found in geonames w/certainty,143142,28.7091,51.3275,,,25,dashti.txt,دشتي,Dashti,District
Geographic,اختر,Akhtar,Akhtar,Unspecified,Found in geonames w/certainty,144353,27.69254,52.22952,,,100,shibkuh.txt,شيب كوه,SHIBKUH,District
Geographic,خند,Khund,Khund,Village,Found in geonames w/certainty,144364,27.4361,52.75,Akhand ,,15,gabandi.txt,كابندي,Gabandi,Valley
Geographic,اكابر,Akābir,Akabir,Village,Found in geonames w/certainty,144368,27.2846,52.8266,Akbarī,,5,gabandi.txt,كابندي,Gabandi,Valley
Geographic,احشام,Ahshām,Ahsham,Village,Found in geonames w/certainty,144478,27.2041,53.055,,,40,gabandi.txt,كابندي,Gabandi,Valley
Geographic,اهرم,Ahram,Ahram,Town,Found in geonames w/certainty,144484,28.8826,51.2746,,,40,ahram.txt,اهرم,Ahram,Town
Geographic,اكشكي,Agushki,Agushki,Village,Found in geonames w/certainty,144641,26.079,57.3539,,,10,biyaban.txt,بيابان,Biyaban,District
Geographic,ابادان,Abādān,Abadan,Village,Found in geonames w/certainty,145234,28.0799,51.76815,,,80,dashti.txt,دشتي,Dashti,District
Geographic,زكيت,Zikait,Zikait,Unspecified,Found in geonames w/certainty,285877,22.88041,57.75095,,,10,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,زلفت,Zilaft,Zilaft,Village,Found in geonames w/certainty,285882,22.59144,59.08953,Al 'Uwaynah,,30,khalid_wadi_bani.txt,وادي بني خالد,Khalid (Wadi Bani),Valley
Geographic,زامه,Zāmmah,Zammah,Village,Found in geonames w/certainty,285898,23.21695,57.40342,,,100,auf_wadi_bani.txt,وادي بني عوف, Auf (Wadi Bani),Valley
Geographic,ظهر سدره,Dhahar Sidrah ,Dhahar Sidrah ,Unspecified,Found in geonames w/certainty,285903,23.25,58.58333,Z̧ahr Sidrah,,15,maih_wadi.txt,ميح وادي,Maih Wadi,Valley
Geographic,يتي,Yiti,Yiti,Village,Found in geonames w/certainty,285919,23.53342,58.66669,,,10,masqat_district.txt,مسقط,Masqat,District
Geographic,واسط,Wāsit,Wasit,Unspecified,Found in geonames w/certainty,285977,23.51716,57.84928,,,20,ma_awal_wadi.txt,وادي معاول,Ma'awal (Wadi),Valley
Geographic,ودياج,Widaiyāj,Widaiyaj,Unspecified,Found in geonames w/certainty,285997,24.77849,56.45487,Al Wudayyāt / الوديات,,80,shinas_subwilayat.txt,شناص,SHINAS SUB-WILAYAT,Unspecified
Geographic,مزرع العنوي,Mizra'-al-'Alowi,Mizra al Alowi,Village,Found in geonames w/certainty,286001,23.43213,58.55294,,,30,maih_wadi.txt,ميح وادي,Maih Wadi,Valley
Geographic,امّ العنه,Umm-al-'lnah,Umm al lnah,Unspecified,Found in geonames w/certainty,286067,24.6125,56.53778,,,5,liwa_subwilayat.txt,لوى,Liwa sub-wilayat,Unspecified
Geographic,عديبه,Adaibah,Adaibah,Village,Found in geonames w/certainty,286091,23.60126,58.36386,,,4,masqat_district.txt,مسقط,Masqat,District
Geographic,طيوي,TĪWI / TAIWI ,Tiwi / Taiwi,Village,Found in geonames w/certainty,286110,22.82608,59.25796,,,12,tiwi_village.txt,طيوي,TIWI / TAIWI ,Village
Geographic,تابتي,Thābiti,Thabiti,Unspecified,Found in geonames w/certainty,286145,22.73276,58.52826,,,13,sharqiyah.txt,شرقيه,SHARQIYAH,District
Geographic,طيمسا,Taimsa,Taimsa,Village,Found in geonames w/certainty,286153,22.85572,57.4653,,,12,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,طوّيه,Tuwaiyah,Tuwaiyah,Unspecified,Found in geonames w/certainty,286164,23.39697,57.76928,,,20,hajar_western.txt,حجر,Hajar (Western),District
Geographic,طريف,Taraif,Taraif,Village,Found in geonames w/certainty,286186,23.74641,57.6216,,,8,liwa_subwilayat.txt,لوى,Liwa sub-wilayat,Unspecified
Geographic,تنوف,Tanūf,Tanuf,Unspecified,Found in geonames w/certainty,286191,23.05113,57.46398,,,10,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,تيخا,Taikha,Taikha,Village,Found in geonames w/certainty,286197,23.42881,57.44091,,,60,auf_wadi_bani.txt,وادي بني عوف, Auf (Wadi Bani),Valley
Geographic,صويحره,Sawaiharah,Sawaiharah,Unspecified,Found in geonames w/certainty,286212,24.31642,56.78289,,,25,sohar_wilayat.txt,صحار,SOHAR WILAYAT,Unspecified
Geographic,سوري,Suwari,Suwari,Channel,Found in geonames w/certainty,286231,23.60641,56.96905,Sūrī,,4,hawasinah_wadi_al.txt,وادي الحواسنه,Hawasinah (Wadi-al-) ,Valley
Geographic,حسيفين المزاريع,Hasaifīn-al-Mazārī',Hasaifin al Mazari,Unspecified,Found in genomes w/uncertainty,286238,24.64425,56.50694,Sūr al Mazārī‘,Didn't find Hasaifin al Mazari but Sūr al Mazārī‘ fits the description,12,liwa_subwilayat.txt,لوى,Liwa sub-wilayat,Unspecified
Geographic,صنب,Sunub,Sunub,Village,Found in geonames w/certainty,286249,23.48708,58.34764,,,10,boshar_wadi.txt,وادي بوشر,Boshar (Wadi),Tract
Geographic,صنيبع,Sanaiba',Sanaiba,Village,Found in geonames w/certainty,286256,23.19556,57.5575,,,20,kharus_wadi_bani.txt,وادي بني خروص/صوادي بني,Kharus (Wadi Bani),Valley
Geographic,صليّه,Salaiyah,Salaiyah,Village,Found in geonames w/certainty,286271,23.44493,57.70066,,,10,kharus_wadi_bani.txt,وادي بني خروص/صوادي بني,Kharus (Wadi Bani),Valley
Geographic,شخبوت,Shakhbōt ,Shakhbot ,Channel,Found in geonames w/certainty,286481,23.69267,56.91595,,,5,hawasinah_wadi_al.txt,وادي الحواسنه,Hawasinah (Wadi-al-) ,Valley
Geographic,سخاخيط,Shakhākhit,Shakhakhit,Unspecified,Found in geonames w/certainty,286483,23.69863,58.04001,,,30,batinah.txt,باطنه,Batinah,District
Geographic,شافع,Shāfa',Shafa,Unspecified,Found in geonames w/certainty,286493,22.76197,57.76038,,,8,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,سيق,Sīq,Siq,Village,Found in geonames w/certainty,286516,22.50958,59.12292,,,20,khalid_wadi_bani.txt,وادي بني خالد,Khalid (Wadi Bani),Valley
Geographic,سيجه,Saijah,Saijah,Village,Found in geonames w/certainty,286521,23.21138,57.87832,,,30,jabir_wadi_II.txt,وادي بني جابر,Jabir (Wadi Bani),Valley
Geographic,سيح,Saih,Saih,Village,Found in geonames w/certainty,286531,23.02745,58.01145,,,40,mahram_wadi.txt,وادي محرم,Mahram (Wadi),Valley
Geographic,سيفم,Saifam,Saifam,Unspecified,Found in geonames w/certainty,286535,22.972,57.13271,,,10,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,سرور,Sarūr,Sarur,Village,Found in geonames w/certainty,286556,23.35238,58.10751,,,50,samail_wadi.txt,وادي سمائل,SAMAIL (WADI),Valley
Geographic,سناو,SANĀU,Sanau,Town,Found in geonames w/certainty,286576,22.50114,58.0301,,,20,sanau.txt,سناو,SANAU,Town
Geographic,سمد,SAMAD TOWN,Samad ,Town,Found in geonames w/certainty,286592,22.8238,58.16262,,,300,samad_town.txt,سمد,SAMAD TOWN,Town
Geographic,صلّان,Sallān,Sallan,Unspecified,Found in geonames w/certainty,286602,24.3937,56.72721,,,30,sohar_wilayat.txt,صحار,SOHAR WILAYAT,Unspecified
Geographic,صحم,SAHAM TOWN,Saham ,Town,Found in geonames w/certainty,286647,24.17222,56.88861,,,30,saham_town.txt,صحم,SAHAM TOWN,Town
Geographic,صدان,Sadān,Sadan,Channel,Found in geonames w/certainty,286673,23.76274,56.93067,,,3,hawasinah_wadi_al.txt,وادي الحواسنه,Hawasinah (Wadi-al-) ,Valley
Geographic,سبت,Sibt,Sibt,Village,Found in geonames w/certainty,286681,22.4773,59.12452,,,70,khalid_wadi_bani.txt,وادي بني خالد,Khalid (Wadi Bani),Valley
Geographic,سعادي,Sa'ādi ,Saadi ,Unspecified,Found in geonames w/certainty,286692,23.31219,58.56507,,,40,maih_wadi.txt,ميح وادي,Maih Wadi,Valley
Geographic,رميس,Rumais,Rumais,Unspecified,Found in geonames w/certainty,286715,23.68386,57.99525,Ar Rumays,,15,batinah.txt,باطنه,Batinah,District
Geographic,ردّه,Raddah,Raddah,Unspecified,Found in geonames w/certainty,286726,22.50437,58.11703,,,6,sharqiyah.txt,شرقيه,SHARQIYAH,District
Geographic,بو مباسلي /  رسّه,Rissah / Bū Mubāsili ,Rissah / Bu Mubasili ,Village,Found in geonames w/certainty,286735,23.22656,58.0801,Rissat Bū Mibāslī,,10,saijani_wadi.txt,وادي سيجاني,SAIJANI (WADI),Valley
Geographic,رجع ,Rija',Rija,Unspecified,Found in geonames w/certainty,286742,23.45973,58.58525,,,20,maih_wadi.txt,ميح وادي,Maih Wadi,Valley
Geographic,روضه,Rōdhah,Rodhah,Village,Found in geonames w/certainty,286766,22.87285,58.21871,,,20,samad_wadi.txt,وادي سمد,SAMAD (WADI),Valley
Geographic,شربت,Sharabat,Sharabat,Village,Found in geonames w/certainty,286803,23.27821,58.25203,Rahbiyin,,10,mansah_wadi.txt,وادي منصح,Mansah (Wadi),Valley
