Entity_type,AR/FA_Name,Original_EN_Name,Tranformed_EN_Name,Category_of_Entity,Disambiguating_GEO_entities,GEOID_from_GEONAMES ,LAT,LNG,Granular/other_name,comments,Number_of_Camels,File,File_Name_in_AR/FA,File_Name_in_EN,Category_of_File_Name
Geographic,مرير الكبيره,Murair-al-Kabīrah,Murair al Kabirah,Unspecified,Found in geonames w/certainty,286842,24.87177,56.41313,Murayr al Maţārīsh,,25,shinas_subwilayat.txt,شناص,SHINAS SUB-WILAYAT,Unspecified
Geographic,قصبيه يال بريك,Qasbiyat Yāl Braik,Qasbiyat Yal Braik,Village,Found in geonames w/certainty,286896,24.02436,57.05407,,,7,saham_subwilayat.txt,صخم,SAHAM SUBWILAYAT,Unspecified
Geographic,قصبيه آل بو سعيد,Qasbiyat Āl Bū Sa'īd,Qasbiyat al Bu Said,Village,Found in geonames w/certainty,286900,24.01665,57.06223,,,10,saham_subwilayat.txt,صخم,SAHAM SUBWILAYAT,Unspecified
Geographic,قلعة العوامر,Awāmir (Qal'at-al-),Qalat al Awamir ,Village,Found in geonames w/certainty,286930,22.82198,57.75441,,,5,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,شريعة آل بو سعيد,Sharī'at Al Bū Sa'īd,Shari'at Al Bu Said,Village,Found in geonames w/certainty,286955,22.60344,58.18478,,,10,samad_wadi.txt,وادي سمد,SAMAD (WADI),Valley
Geographic,فزوى / نزوى,NIZWA,Nizwa,Town,Found in geonames w/certainty,286987,22.93333,57.53333,,,600,nizwa.txt,فزوى / نزوى,NIZWA,Town
Geographic,نقصي,Naqsi,Naqsi,Unspecified,Found in geonames w/certainty,287015,23.10892,58.35386,,,15,tayin_wadi.txt,وادي طايين,TAYIN (WADI),Valley
Geographic,نفعه,Naf'ah,Nafah,Village,Found in geonames w/certainty,287050,23.39851,58.14395,,,40,mansah_wadi.txt,وادي منصح,Mansah (Wadi),Valley
Geographic,نبر,Nabar,Nabar,Unspecified,Found in geonames w/certainty,287052,24.56479,56.56188,,,20,liwa_subwilayat.txt,لوى,Liwa sub-wilayat,Unspecified
Geographic,مطي,Muti,Muti,Unspecified,Found in geonames w/certainty,287064,23.00289,57.77719,,,10,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,مسلمات,Musilmāt ,Musilmat ,Unspecified,Found in geonames w/certainty,287073,23.42012,57.81124,,,50,ma_awal_wadi.txt,وادي معاول,Ma'awal (Wadi),Valley
Geographic,نصيب,Nasīb,Nasib,Unspecified,Found in geonames w/certainty,287089,22.72011,58.50833,,,9,sharqiyah.txt,شرقيه,SHARQIYAH,District
Geographic,مقل,Muqal,Muqal,Village,Found in geonames w/certainty,287123,22.6143,59.09194,,,300,khalid_wadi_bani.txt,وادي بني خالد,Khalid (Wadi Bani),Valley
Geographic,غرابه,Ghurābah,Ghurabah,Village,Found in geonames w/certainty,287157,23.33242,58.2266,,,2,mansah_wadi.txt,وادي منصح,Mansah (Wadi),Valley
Geographic, مسفاه,Misfāh,Misfah,Village,Found in geonames w/certainty,287185,23.52135,57.4847,,,4,kharus_wadi_bani.txt,وادي بني خروص/صوادي بني,Kharus (Wadi Bani),Valley
Geographic,مر,Miss,Miss,Unspecified,Found in geonames w/certainty,287195,23.13308,58.38388,,"Lorimers arabic translation of the place name is wrong, it should be مس. ",150,tayin_wadi.txt,وادي طايين,TAYIN (WADI),Valley
Geographic,مزرع الحدري,Mizra'-al-Hadri,Mizra al Hadri,Unspecified,Found in geonames w/certainty,287243,23.43487,58.56316,,,35,maih_wadi.txt,ميح وادي,Maih Wadi,Valley
Geographic,مزرع الغاف,Mizra'-al-Ghāf ,Mizra al Ghaf ,Village,Found in geonames w/certainty,287244,23.23425,58.23163,Mazra‘ al Ghāf,,10,mansah_wadi.txt,وادي منصح,Mansah (Wadi),Valley
Geographic,مغسر,Maghsar,Maghsar,Village,Found in geonames w/certainty,287255,22.80136,58.12868,Al Masir,,30,samad_wadi.txt,وادي سمد,SAMAD (WADI),Valley
Geographic,مسلق,Mislaq,Mislaq,Village,Found in geonames w/certainty,287288,22.51631,59.41398,,,8,falaij_wadi.txt,وادي فليج,Falaij (Wadi),Valley
Geographic,مسكن,MISKIN,Miskin,Village,Found in geonames w/certainty,287289,23.49611,56.83056,,,30,miskin.txt,مسكن,MISKIN,Village
Geographic,مقنيّات,MAQNĪ YĀT,Maqni Yat,Town,Found in geonames w/certainty,287331,23.38074,56.8776,,,200,maqni_yat.txt,مقنيّات,MAQNi YaT,Town
Geographic,مقمّا,Maqamma,Maqamma,Village,Found in geonames w/certainty,287335,23.24742,57.31693,,,80,sahtan_wadi.txt,وادي سحتن,SAHTAN (WADI),Valley
Geographic,منذريّه,Maudharīyah,Maudhariyah,Unspecified,Found in geonames w/certainty,287347,23.34395,58.55229,Al Manz̧arīyah,,20,maih_wadi.txt,ميح وادي,Maih Wadi,Valley
Geographic,منصور,Mansūr,Mansur,Village,Found in geonames w/certainty,287351,23.51142,57.54947,,,5,fara_wadi.txt,وادي فرع,Fara' (Wadi),Valley
Geographic,مجزي,Mijzi,Mijzi,Village,Found in geonames w/certainty,287375,23.62717,56.95322,,,20,hawasinah_wadi_al.txt,وادي الحواسنه,Hawasinah (Wadi-al-) ,Valley
Geographic,مجزي,Mijzi,Mijzi,Village,Found in geonames w/certainty,287376,23.54626,56.66655,,,20,umr_wadi_bani.txt,وادي بني عمر,UMR (WADI BANI),Tributary
Geographic,محرم,Mahram,Mahram,Village,Found in geonames w/certainty,287394,23.02408,57.99384,,,70,mahram_wadi.txt,وادي محرم,Mahram (Wadi),Valley
Geographic,محضه,Mahadhah,Mahadhah,Village,Found in geonames w/certainty,287405,24.40052,55.96718,,,300,mahadhah.txt,محضه,Mahadhah,Plain
Geographic,مهاليل ,Mahālil,Mahalil,Village,Found in geonames w/certainty,287420,23.35515,57.63366,,,10,kharus_wadi_bani.txt,وادي بني خروص/صوادي بني,Kharus (Wadi Bani),Valley
Geographic,مبرح,Mabrah ,Mabrah ,Unspecified,Found in geonames w/certainty,287447,23.6577,57.1593,,,12,mabrah_wadi.txt,وادي مبرح,Mabrah (Wadi),Valley
Geographic,معبيله,Ma'abīlah,Maabilah,Unspecified,Found in geonames w/certainty,287458,23.67773,58.13552,,,10,batinah.txt,باطنه,Batinah,District
Geographic,لنصب,Lansab,Lansab,Village,Found in geonames w/certainty,287488,23.538,58.35449,,,25,boshar_wadi.txt,وادي بوشر,Boshar (Wadi),Tract
Geographic,كباره,Kubārah,Kubarah,Village,Found in geonames w/certainty,287507,23.0833,56.82101,,,20,ain_wadi_al.txt,وادي العين, Ain (Wadi-al-),Valley
Geographic,كبد,Kabda,Kabda,Unspecified,Found in geonames w/certainty,287523,22.67897,59.30339,,,100,hajar_eastern.txt,حجر,Hajar (Eastern),Unspecified
Geographic,خشده,Khishdah,Khishdah,Unspecified,Found in geonames w/certainty,287561,24.21009,56.86044,,,30,sohar_wilayat.txt,صحار,SOHAR WILAYAT,Unspecified
Geographic,خور الملح,Khor-al-Milh,Khor al Milh,Village,Found in geonames w/certainty,287581,24.03835,57.038,,,8,saham_subwilayat.txt,صخم,SAHAM SUBWILAYAT,Unspecified
Geographic,قسف,Qasaf,Qasaf,Unspecified,Found in geonames w/certainty,287611,23.91837,57.02161,,,20,batinah.txt,باطنه,Batinah,District
Geographic,جهنات,Jahanāt,Jahanat,Village,Found in geonames w/certainty,287700,23.5512,56.78028,Kahnāt,,40,umr_wadi_bani.txt,وادي بني عمر,UMR (WADI BANI),Tributary
Geographic,كحل,Kahal,Kahal,Village,Found in geonames w/certainty,287704,24.44968,55.90973,,,100,mahadhah.txt,محضه,Mahadhah,Plain
Geographic,ردّه,Raddah,Raddah,Unspecified,Found in geonames w/certainty,287742,22.86084,57.52216,Raddat Albū Sa‘īd,,6,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,جفار,Jifār,Jifar,Village,Found in geonames w/certainty,287748,23.52768,58.33264,,,50,boshar_wadi.txt,وادي بوشر,Boshar (Wadi),Tract
Geographic,جردمان,Jardamān,Jardaman,Village,Found in geonames w/certainty,287775,23.23972,58.23417,,,5,mansah_wadi.txt,وادي منصح,Mansah (Wadi),Valley
Geographic,جمّه,Jammah,Jammah,Town,Found in geonames w/certainty,287784,23.56049,57.55589,,,100,jammah.txt,جمّه,Jammah,Town
Geographic,طويان جحلوت,Tūyān Jahlūt ,Tuyan Jahlut ,Unspecified,Found in geonames w/certainty,287795,23.3274,58.59775,,,20,maih_wadi.txt,ميح وادي,Maih Wadi,Valley
Geographic,استال,Istāl,Istal,Village,Found in geonames w/certainty,287818,23.21612,57.55403,,,40,kharus_wadi_bani.txt,وادي بني خروص/صوادي بني,Kharus (Wadi Bani),Valley
Geographic,عبري, 'Ibri,Ibri,Town,Found in geonames w/certainty,287830,23.22573,56.51572,,,400,ibri.txt,عبري, Ibri,Town
Geographic,ابرا / برا,Ibra / Bira,Ibra / Bira,District,Found in geonames w/certainty,287832,22.69057,58.53337,,,300,ibra.txt,ابرا / برا,Ibra / Bira,District
Geographic,حميره,Hamairah,Hamairah,Unspecified,Found in geonames w/certainty,287862,24.69446,56.46639,,,8,liwa_subwilayat.txt,لوى,Liwa sub-wilayat,Unspecified
Geographic,حلاحل,Halāhil,Halahil,Village,Found in geonames w/certainty,287873,23.73845,57.04436,,,15,hilti_wadi_al.txt,وادي الحلتي ,Hilti (Wadi-al-),Valley
Geographic,هوب,Hōb ,Hob ,Village,Found in geonames w/certainty,287875,23.32884,57.95374,,,30,jabir_wadi_II.txt,وادي بني جابر,Jabir (Wadi Bani),Valley
Geographic,فلج الهجاري,Falaj-al-Hijāri,Falaj al Hijari,Village,Found in geonames w/certainty,287911,24.04486,57.03191,,,9,saham_subwilayat.txt,صخم,SAHAM SUBWILAYAT,Unspecified
Geographic,حفري,Hifri,Hifri,Village,Found in geonames w/certainty,287912,23.7263,57.83802,Al Ḩafrī as Sāḩil,,10,kharus_wadi_bani.txt,وادي بني خروص/صوادي بني,Kharus (Wadi Bani),Valley
Geographic,حبرا,Hibra,Hibra,Unspecified,Found in geonames w/certainty,287916,23.48952,57.83169,,,200,ma_awal_wadi.txt,وادي معاول,Ma'awal (Wadi),Valley
Geographic,حزم,Hazam,Hazam,Village,Found in geonames w/certainty,287921,23.55167,57.47617,,,100,hazam.txt,حزم,Hazam,Village
Geographic,حيلين,Hailain,Hailain,Unspecified,Found in geonames w/certainty,287948,23.6366,57.1186,,,15,mabrah_wadi.txt,وادي مبرح,Mabrah (Wadi),Valley
Geographic,حيل,Hail,Hail,Village,Found in geonames w/certainty,287977,24.19996,56.22418,,,3,hilti_wadi_al.txt,وادي الحلتي ,Hilti (Wadi-al-),Valley
Geographic,هيل,Hil,Hil,Village,Found in geonames w/certainty,287981,23.28712,57.92089,,,40,jabir_wadi_II.txt,وادي بني جابر,Jabir (Wadi Bani),Valley
Geographic,حيبي,Hibi,Hibi,Village,Found in geonames w/certainty,287993,23.91643,56.55417,,,20,hibi.txt,حيبي,Hibi,Village
Geographic,حوقين ,Hōqain,Hoqain,Village,Found in geonames w/certainty,288010,23.54522,57.33478,,,20,ghafir.txt,وادي بني غافر,Ghafir (WadiBani),Valley
Geographic,هاط,Hāt,Hat,Village,Found in geonames w/certainty,288024,23.18531,57.41054,,,10,auf_wadi_bani.txt,وادي بني عوف, Auf (Wadi Bani),Valley
Geographic,غسه,Ghassah,Ghassah,Village,Found in geonames w/certainty,288032,26.24038,56.3174,,,20,falaij_wadi.txt,وادي فليج,Falaij (Wadi),Valley
Geographic,حرملي,Harmali,Harmali,Channel,Found in geonames w/certainty,288051,23.66779,56.92681,,,30,hawasinah_wadi_al.txt,وادي الحواسنه,Hawasinah (Wadi-al-) ,Valley
Geographic,حدّ,Hadd,Hadd,Unspecified,Found in geonames w/certainty,288066,24.48278,56.57812,,,8,sohar_wilayat.txt,صحار,SOHAR WILAYAT,Unspecified
Geographic,راس الحمر,Rās-al-Hamar,Ras al Hamar,Village,Found in geonames w/certainty,288097,23.64356,58.49326,,,60,masqat_district.txt,مسقط,Masqat,District
Geographic,حمّام العالي,Hammām-al-'Āli,Hammam Al Ali,Village,Found in geonames w/certainty,288109,23.48005,58.32814,,,16,boshar_wadi.txt,وادي بوشر,Boshar (Wadi),Tract
Geographic,حاجر,Hājir,Hajir,Village,Found in geonames w/certainty,288163,23.38131,58.5174,,,30,maih_wadi.txt,ميح وادي,Maih Wadi,Valley
Geographic,حضيب,Hadhīb,Hadhib,Unspecified,Found in geonames w/certainty,288188,23.72922,57.74367,,,90,batinah.txt,باطنه,Batinah,District
Geographic,غيزين,Ghaizain ,Ghaizain ,Channel,Found in geonames w/certainty,288221,23.81339,56.98382,,,30,hawasinah_wadi_al.txt,وادي الحواسنه,Hawasinah (Wadi-al-) ,Valley
Geographic,غبره,Ghubrah,Ghubrah,Village,Found in geonames w/certainty,288243,23.58912,58.39645,,,3,masqat_district.txt,مسقط,Masqat,District
Geographic,غيّان,Gbaiyān,Gbaiyan,Unspecified,Found in geonames w/certainty,288261,23.05241,58.6132,,,15,tayin_wadi.txt,وادي طايين,TAYIN (WADI),Valley
Geographic,غلّه,Ghallah,Ghallah,Village,Found in geonames w/certainty,288300,23.5327,58.38015,,,3,boshar_wadi.txt,وادي بوشر,Boshar (Wadi),Tract
Geographic,غضفان,Ghadhfān,Ghadhfan,Unspecified,Found in geonames w/certainty,288317,24.47205,56.60195,,,70,sohar_wilayat.txt,صحار,SOHAR WILAYAT,Unspecified
Geographic,فرفار,Farfār,Farfar,Village,Found in geonames w/certainty,288335,23.76832,56.84869,,,30,umr_wadi_bani.txt,وادي بني عمر,UMR (WADI BANI),Tributary
Geographic,فليج المشائخ ,Mashāikh (Falaij-al-),Falaij al Mashaikh ,Unspecified,Found in geonames w/certainty,288339,22.13439,59.17275,,,50,ja_alan.txt,جعلان,Ja'alan,District
Geographic,وادي فليج,Falaij (Wādi),Wadi Falaij ,Unspecified,Found in geonames w/certainty,288340,22.58846,59.4881,,,3,falaij_wadi.txt,وادي فليج,Falaij (Wadi),Valley
Geographic,فليج,Falaij,Falaij,Unspecified,Found in geonames w/certainty,288341,23.71611,56.905,,,20,batinah.txt,باطنه,Batinah,District
Geographic,فليج,Falaij,Falaij,Unspecified,Found in geonames w/certainty,288343,22.63235,58.55345,,,200,sharqiyah.txt,شرقيه,SHARQIYAH,District
Geographic,فتا,Fita,Fita,Village,Found in geonames w/certainty,288357,22.53907,59.38313,Iftā,,40,hajar_eastern.txt,حجر,Hajar (Eastern),Unspecified
Geographic,فرجات,Firjāt,Firjat,Village,Found in geonames w/certainty,288363,23.35603,58.03913,Al Faljāt,,50,jabir_wadi_II.txt,وادي بني جابر,Jabir (Wadi Bani),Valley
Geographic,فدا,Fida,Fida,Unspecified,Found in geonames w/certainty,288377,23.50444,56.48596,,,100,dhank_wadi.txt,وادي ضنک,Dhank (Wadi),Valley
Geographic,فتح الحبوس,Fath-al-Habūs,Fath al Habus,Unspecified,Found in genomes w/uncertainty,288394,22.61656,58.1403,,"The place that better fits lorimers describtion is (عاصمة الحبوس), located on the south east of Mudhaibi, but its geoid is nowhere to be found. The final geoid given is for Al Fath الفتح which is still a plausible choice considering its location",4,sharqiyah.txt,شرقيه,SHARQIYAH,District
Geographic,فاسقه,Fāsiqah,Fasiqah,Unspecified,Found in geonames w/certainty,288396,24.42222,56.69194,,,35,sohar_wilayat.txt,صحار,SOHAR WILAYAT,Unspecified
Geographic,فشخ,Fashah,Fashah,Village,Found in geonames w/certainty,288398,23.31035,57.32102,,,20,sahtan_wadi.txt,وادي سحتن,SAHTAN (WADI),Valley
Geographic,فرفاره,Furfārah,Furfarah,Unspecified,Found in geonames w/certainty,288403,24.70892,56.45805,,,10,liwa_subwilayat.txt,لوى,Liwa sub-wilayat,Unspecified
Geographic,فرع,Fara',Fara,Village,Found in geonames w/certainty,288408,23.31533,57.48193,,,6,fara_wadi.txt,وادي فرع,Fara' (Wadi),Valley
Geographic,فنجه,Fanjah,Fanjah,Village,Found in geonames w/certainty,288412,23.45794,58.09861,,,60,samail_wadi.txt,وادي سمائل,SAMAIL (WADI),Valley
Geographic,فلج القبايل,Falaj-al-Qabāil,Falaj al Qabail,Unspecified,Found in geonames w/certainty,288427,24.42509,56.60743,,,500,sohar_wilayat.txt,صحار,SOHAR WILAYAT,Unspecified
Geographic,فلج المراغه,Falaj-al-Marāghah ,Falaj al Maraghah ,Village,Found in geonames w/certainty,288436,23.17925,57.90888,,,15,mahram_wadi.txt,وادي محرم,Mahram (Wadi),Valley
Geographic,فلج,Falaj,Falaj,Unspecified,Found in geonames w/certainty,288438,22.70644,56.84527,,,10,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,ضم,Dham,Dham,Village,Found in geonames w/certainty,288475,23.22868,57.06095,,,30,ain_wadi_al.txt,وادي العين, Ain (Wadi-al-),Valley
Geographic,ديل يال بريك,Dīl Yāl Braik,Dil Yal Braik,Village,Found in geonames w/certainty,288493,24.07832,56.98067,,,6,saham_subwilayat.txt,صخم,SAHAM SUBWILAYAT,Unspecified
Geographic,ديل يال عبد السلام,Dil Yāl 'Abdas-Salām,Dil Yal Abdas Salam,Village,Found in geonames w/certainty,288494,24.07198,56.95605,,,8,saham_subwilayat.txt,صخم,SAHAM SUBWILAYAT,Unspecified
Geographic,دهاس ,Dihās,Dihas,Village,Found in geonames w/certainty,288500,23.41853,57.34763,,,1000,ghafir.txt,وادي بني غافر,Ghafir (WadiBani),Valley
Geographic,ديدو,Dīdu ,Didu ,Unspecified,Found in genomes w/uncertainty,288505,22.12694,59.2545,,"Didn't find the village, the geoid is for a valley with the same name and is near the area described.",40,ja_alan.txt,جعلان,Ja'alan,District
Geographic,دبه,Dibah,Dibah,Village,Found in geonames w/certainty,288509,25.63333,56.3,,,20,dibah.txt,دبه ,Dibah,Village
Geographic,دوّه,Dawwah,Dawwah,Village,Found in geonames w/certainty,288510,20.54523,58.80514,,,40,khalid_wadi_bani.txt,وادي بني خالد,Khalid (Wadi Bani),Valley
Geographic,دوانج,Diwānij,Diwanij,Unspecified,Found in geonames w/certainty,288555,24.58278,56.55639,,,10,liwa_subwilayat.txt,لوى,Liwa sub-wilayat,Unspecified
Geographic,دارس,Dāris,Daris,Village,Found in geonames w/certainty,288561,23.57278,57.44536,,,5,fara_wadi.txt,وادي فرع,Fara' (Wadi),Valley
Geographic,ضنک,Dhank,Dhank,Town,Found in geonames w/certainty,288575,23.55054,56.25725,,,80,dhank_town.txt,ضنک,Dhank,Town
Geographic,بوه,Buwah,Buwah,Unspecified,Found in geonames w/certainty,288610,23.49282,58.0409,,,30,hajar_western.txt,حجر,Hajar (Western),District
Geographic,بديعه,Badai' ah,Badaiah,Channel,Found in geonames w/certainty,288656,23.72106,56.90346,,,5,hawasinah_wadi_al.txt,وادي الحواسنه,Hawasinah (Wadi-al-) ,Valley
Geographic,بو بقره,Bū Baqarah,Bu Baqarah,Unspecified,Found in geonames w/certainty,288661,24.86801,56.40387,,,10,shinas_subwilayat.txt,شناص,SHINAS SUB-WILAYAT,Unspecified
Geographic,بيعك,Bī'aik,Biaik,Village,Found in geonames w/certainty,288663,23.8431,56.78263,,,60,shafan_wadi.txt,وادي شافان,SHAFAN (WADI),Valley
Geographic,بسيا,Bisya,Bisya,Unspecified,Found in geonames w/certainty,288674,22.72785,57.24534,,,40,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,بلاد سيت,Sait (Bilād),Bilad Sait ,Unspecified,Found in geonames w/certainty,288708,23.06511,57.26585,,,6,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,منح,Manah,Manah,Town,Found in geonames w/certainty,288709,22.79203,57.60593,,,30,manah.txt,منح,Manah,Town
Geographic,بلد بني بو حسن ,Hasan (Bald bani bu),Bald Bani Bu Hasan ,Town,Found in geonames w/certainty,288710,22.08167,59.28565,,,250,hasan_balad_bani_bu.txt,بلد بني بو حسن ,Hasan (Bald bani bu),Town
Geographic,بلد بني بو علي, 'Ali (Bald Bani Bū) ,Bald Bani Bu Ali,Settlement,Found in geonames w/certainty,288711,22.01318,59.32556,,,2000,ali_balad_bani_bu.txt,بلد بني بو علي, Ali (Bald Bani Bu) ,Settlement
Geographic,بيت الفلج,Bait-al-Falaj ,Bait al Falaj ,Village,Found in geonames w/certainty,288752,23.6062,58.54071,,,60,bait_al_falaj_wadi.txt,وادي بيت الفلج,Bait-al-Falaj (Wadi),Valley
Geographic,بيعه,Bai'ah,Baiah,Village,Found in geonames w/certainty,288761,23.01594,58.02207,,,20,mahram_wadi.txt,وادي محرم,Mahram (Wadi),Valley
Geographic,بات,Bāt,Bat,Village,Found in geonames w/certainty,288780,23.25575,56.74508,,,30,sharsah_wadi.txt,وادي شرصه,SHARSAH (WADI),Valley
Geographic,بركه,Barkah,Barkah,Town,Found in geonames w/certainty,288789,23.67872,57.88605,,,700,barkah.txt,بركه,Barkah,Town
Geographic,افلاج بني قتب,Aflāj Bani Qitab,Aflaj Bani Qitab,Unspecified,Found in geonames w/certainty,288830,23.41611,56.23028,,,400,dhahirah.txt,ظاهره,Dhahirah,District
Geographic,حيل بني هنا,Hail BaniHina,Hail Bani Hina,Village,Found in geonames w/certainty,288858,23.12598,56.95981,,,25,ain_wadi_al.txt,وادي العين, Ain (Wadi-al-),Valley
Geographic,بني حبيب,Habīb (Bani),Bani Habib ,Valley,Found in geonames w/certainty,288864,23.07797,57.60673,,,15,habib_bani.txt,بني حبيب,Habib (Bani),Valley
Geographic,وادي بني بطاش,Battāsh (Wādi Bani),Wadi Bani Battash,Valley,Found in geonames w/certainty,288874,23.16699,58.85253,,,200,battash_wadi_bani.txt,وادي بني بطاش,Battash (Wadi Bani),Valley
Geographic,بهله,Bahlah,Bahlah,Town,Found in geonames w/certainty,288899,22.97886,57.3047,,,300,bahlah.txt,بهله,Bahlah,Town
Geographic,عيقا,Aiqa,Aiqa,Unspecified,Found in geonames w/certainty,288915,22.56615,59.54469,Al ‘Ayjah,,15,sur.txt,صور / سور,SUR,Town
Geographic,عوابي,Awābi,Awabi,Town,Found in geonames w/certainty,288935,23.30611,57.53111,,,100,awabi.txt,عوابي,Awabi,Town
Geographic,لثيبات,Lithaibāt,Lithaibat,Village,Found in geonames w/certainty,288944,24.09086,56.43128,,,8,hilti_wadi_al.txt,وادي الحلتي ,Hilti (Wadi-al-),Valley
Geographic,سويق,SUWAIQ,Suwaiq,Town,Found in geonames w/certainty,288955,23.84944,57.43861,,,100,suwaiq.txt,سويق,SUWAIQ,Town
Geographic,سنينه,Sanainah,Sanainah,Unspecified,Found in geonames w/certainty,288958,23.6065,55.95448,,,200,dhahirah.txt,ظاهره,Dhahirah,District
Geographic,سليف,Salaif,Salaif,Village,Found in geonames w/certainty,288960,23.19686,56.52266,,,40,ain_wadi_al.txt,وادي العين, Ain (Wadi-al-),Valley
Geographic,سديره,Sadairah,Sadairah,Unspecified,Found in geonames w/certainty,288962,22.57867,58.01456,,,400,sharqiyah.txt,شرقيه,SHARQIYAH,District
Geographic,صعره,Su'arah,Suarah,Village,Found in geonames w/certainty,288979,24.25,55.78389,Şa‘rā’ al Qadīmah,,100,baraimi_oasis.txt,بريمي,Baraimi Oasis,Oasis
Geographic,رستاق,RUSTĀQ,Rustaq,Village,Found in geonames w/certainty,289011,23.39083,57.42444,,,240,rustaq.txt,رستاق,RUSTAQ,Village
Geographic,عقر,Aqr,Aqr,Unspecified,Found in geonames w/certainty,289038,24.80935,56.43813,,,8,shinas_subwilayat.txt,شناص,SHINAS SUB-WILAYAT,Unspecified
Geographic,عقيل,Aqīl,Aqil,Unspecified,Found in geonames w/certainty,289040,22.7828,57.85039,,,40,oman_proper.txt,عمان,OMAN PROPER,District
Geographic,وادي عندام, 'Andām (Wādi),Wadi Andam,Valley,Found in geonames w/certainty,289066,21.8955,58.0059,,,200,andam_wadi.txt,وادي عندام, Andam (Wadi),Valley
Geographic, عمق,Amq,Amq,Village,Found in geonames w/certainty,289074,23.28653,57.33182,,,10,sahtan_wadi.txt,وادي سحتن,SAHTAN (WADI),Valley
Geographic,وقبه,Wuqbah,Wuqbah,Village,Found in geonames w/certainty,289092,23.87376,56.40843,,,200,ahin_wadi.txt,وادي عاهن, ahin (Wadi) ,Valley
Geographic,وقبه,Wuqbah,Wuqbah,Unspecified,Found in geonames w/certainty,285987,23.66667,56.36667,,,60,dhank_wadi.txt,وادي ضنک,Dhank (Wadi),Valley
Geographic,وهره,Wahrah,Wahrah,Village,Found in geonames w/certainty,289093,23.29511,56.68615,,,15,sharsah_wadi.txt,وادي شرصه,SHARSAH (WADI),Valley
Geographic,الوهيبه,Wahībah,Wahibah,Village,Found in geonames w/certainty,289095,24.22861,56.83694,,,50,sohar_wilayat.txt,صحار,SOHAR WILAYAT,Unspecified
Geographic,وافي,WĀFI,Wafi,Village,Found in geonames w/certainty,289098,22.16361,59.235,,,200,wafi.txt,وافي,WAFI,Village
Geographic,سور القرط,Qarat (Sūr-ala-),Sur-ala-Qarat ,Unspecified,Found in geonames w/certainty,289117,23.78213,57.53388,Al Qarat,,40,batinah.txt,باطنه,Batinah,District
Geographic,جيله,Jailah,Jailah,Village,Found in geonames w/certainty,289125,23.3519,58.01757,,,60,jabir_wadi_II.txt,وادي بني جابر,Jabir (Wadi Bani),Valley
Geographic,قصميتن,Qasmītain,Qasmitain,Village,Found in geonames w/certainty,289126,23.28042,57.46539,Al Qaşmitayn,,15,auf_wadi_bani.txt,وادي بني عوف, Auf (Wadi Bani),Valley
Geographic,قابل,Qābil,Qabil,Unspecified,Found in geonames w/certainty,289142,22.571,58.69472,,,30,sharqiyah.txt,شرقيه,SHARQIYAH,District
Geographic,مضيرب,Mudhairib,Mudhairib,Unspecified,Found in geonames w/certainty,289154,22.61345,58.66766,,,40,sharqiyah.txt,شرقيه,SHARQIYAH,District
Geographic,مضيبي,MUDHAIBI,Mudhaibi,Town,Found in geonames w/certainty,289156,22.57032,58.12115,,,100,mudhaibi.txt,مضيبي,MUDHAIBI,Town
Geographic,مصنعه,Masna'ah,Masnaah,Town,Found in geonames w/certainty,289164,23.77997,57.64014,,,90,masna_ah.txt,مصنعه,Masna'ah,Town
Geographic,خوير,Khuwair,Khuwair,Village,Found in geonames w/certainty,289176,23.59869,58.4262,Al Khuwayr,"I could choose the wadi, well, or neighbourhood, I went with the well as it felt to be the most likely location of the village",3,masqat_district.txt,مسقط,Masqat,District
Geographic,خفيجي,Khafaiji,Khafaiji,Unspecified,Found in geonames w/certainty,289180,23.39843,58.52308,,,8,maih_wadi.txt,ميح وادي,Maih Wadi,Valley
Geographic,خضروين,Khadhrawain,Khadhrawain,Unspecified,Found in geonames w/certainty,289195,24.85444,56.40333,,,20,shinas_subwilayat.txt,شناص,SHINAS SUB-WILAYAT,Unspecified
Geographic,كامل,Kāmil,Kamil,Unspecified,Found in geonames w/certainty,289203,22.21684,59.20093,,,40,ja_alan.txt,جعلان,Ja'alan,District
Geographic,عزّ,Izz,Izz,Unspecified,Found in geonames w/certainty,289223,22.55116,58.68637,,,150,sharqiyah.txt,شرقيه,SHARQIYAH,District
Geographic,حسيفين,Hasaifīn,Hasaifin,Unspecified,Found in geonames w/certainty,289234,24.63222,56.52806,,,10,liwa_subwilayat.txt,لوى,Liwa sub-wilayat,Unspecified
Geographic,حيال,Hiyāl,Hiyal,Unspecified,Found in geonames w/certainty,289245,23.49236,57.00401,,,15,mabrah_wadi.txt,وادي مبرح,Mabrah (Wadi),Valley
Geographic,حزم,Hazam,Hazam,Unspecified,Found in geonames w/certainty,289256,22.71543,58.51816,,,25,sharqiyah.txt,شرقيه,SHARQIYAH,District
